cve,cvssV3,cvssV2
CVE-2018-0750,5.5,2.1
CVE-2018-0751,7.1,3.6
CVE-2018-0752,7.8,4.6
CVE-2018-0753,5.9,7.1
CVE-2018-0754,5.5,2.1
CVE-2018-0755,5.5,2.1
CVE-2018-0756,7.8,4.6
CVE-2018-0757,4.7,1.9
CVE-2018-0758,7.5,7.6
CVE-2018-0760,5.5,2.1
CVE-2018-0761,5.5,2.1
CVE-2018-0762,7.5,7.6
CVE-2018-0763,3.1,2.6
CVE-2018-0764,7.5,5.0
CVE-2018-0765,7.5,5.0
CVE-2018-0766,4.3,4.3
CVE-2018-0767,5.3,2.6
CVE-2018-0768,7.5,7.6
CVE-2018-0769,7.5,7.6
CVE-2018-0770,7.5,7.6
CVE-2018-0771,4.3,4.3
CVE-2018-0772,7.5,7.6
CVE-2018-0773,7.5,7.6
CVE-2018-0774,7.5,7.6
CVE-2018-0775,7.5,7.6
CVE-2018-0776,7.5,7.6
CVE-2018-0777,7.5,7.6
CVE-2018-0778,7.5,7.6
CVE-2018-0780,5.3,2.6
CVE-2018-0781,7.5,7.6
CVE-2018-0784,8.8,6.8
CVE-2018-0785,6.5,4.3
CVE-2018-0786,7.5,5.0
CVE-2018-0787,8.8,6.8
CVE-2018-0788,7.0,6.9
CVE-2018-0789,8.8,9.0
CVE-2018-0790,8.8,6.5
CVE-2018-0791,7.8,9.3
CVE-2018-0792,8.8,9.3
CVE-2018-0793,7.8,9.3
CVE-2018-0794,8.8,9.3
CVE-2018-0795,8.8,9.3
CVE-2018-0796,8.8,9.3
CVE-2018-0797,7.8,9.3
CVE-2018-0798,8.8,9.3
CVE-2018-0799,6.1,4.3
CVE-2018-0800,5.3,4.3
CVE-2018-0801,8.8,9.3
CVE-2018-0802,7.8,9.3
CVE-2018-0803,4.2,5.8
CVE-2018-0804,8.8,9.3
CVE-2018-0805,8.8,9.3
CVE-2018-0806,8.8,9.3
CVE-2018-0807,8.8,9.3
CVE-2018-0808,7.5,5.0
CVE-2018-0809,7.0,6.9
CVE-2018-0810,4.7,1.9
CVE-2018-0811,5.5,2.1
CVE-2018-0812,7.8,9.3
CVE-2018-0813,5.5,2.1
CVE-2018-0814,5.5,2.1
CVE-2018-0815,7.0,6.9
CVE-2018-0816,7.0,6.9
CVE-2018-0817,7.0,6.9
CVE-2018-0818,7.5,8.5
CVE-2018-0819,6.5,4.3
CVE-2018-0820,7.8,4.6
CVE-2018-0821,7.0,4.4
CVE-2018-0822,7.0,4.4
CVE-2018-0823,7.0,4.4
CVE-2018-0824,7.5,5.1
CVE-2018-0825,7.5,7.6
CVE-2018-0826,7.0,4.4
CVE-2018-0827,5.3,4.6
CVE-2018-0828,7.8,4.6
CVE-2018-0829,4.7,1.9
CVE-2018-0830,4.7,1.9
CVE-2018-0831,7.8,4.6
CVE-2018-0832,4.7,1.9
CVE-2018-0833,5.3,6.3
CVE-2018-0834,7.5,9.3
CVE-2018-0835,7.5,7.6
CVE-2018-0836,7.5,7.6
CVE-2018-0837,7.5,7.6
CVE-2018-0838,7.5,7.6
CVE-2018-0839,4.3,4.3
CVE-2018-0840,7.5,9.3
CVE-2018-0841,8.8,9.3
CVE-2018-0842,7.0,6.9
CVE-2018-0843,4.7,1.9
CVE-2018-0844,7.8,4.6
CVE-2018-0845,7.8,9.3
CVE-2018-0846,7.8,4.6
CVE-2018-0847,4.3,4.3
CVE-2018-0848,8.8,9.3
CVE-2018-0849,8.8,9.3
CVE-2018-0850,6.5,4.3
CVE-2018-0851,8.8,9.3
CVE-2018-0852,8.8,9.3
CVE-2018-0853,3.3,4.3
CVE-2018-0854,5.3,4.6
CVE-2018-0855,4.3,4.3
CVE-2018-0856,7.5,7.6
CVE-2018-0857,7.5,7.6
CVE-2018-0858,7.5,9.3
CVE-2018-0859,7.5,7.6
CVE-2018-0860,7.5,7.6
CVE-2018-0861,7.5,9.3
CVE-2018-0862,8.8,9.3
CVE-2018-0864,5.4,3.5
CVE-2018-0866,7.5,9.3
CVE-2018-0868,7.0,6.9
CVE-2018-0869,5.4,3.5
CVE-2018-0870,7.5,7.6
CVE-2018-0871,4.3,4.3
CVE-2018-0872,7.5,7.6
CVE-2018-0873,7.5,7.6
CVE-2018-0874,7.5,7.6
CVE-2018-0875,7.5,5.0
CVE-2018-0876,7.5,7.6
CVE-2018-0877,7.8,7.2
CVE-2018-0878,3.1,2.6
CVE-2018-0879,7.5,5.0
CVE-2018-0880,7.0,6.9
CVE-2018-0881,7.0,6.9
CVE-2018-0882,7.0,6.9
CVE-2018-0883,7.5,7.6
CVE-2018-0884,7.8,4.6
CVE-2018-0885,5.8,6.3
CVE-2018-0886,7.0,7.6
CVE-2018-0887,5.5,2.1
CVE-2018-0888,5.6,4.7
CVE-2018-0889,7.5,7.6
CVE-2018-0890,5.3,3.5
CVE-2018-0891,4.3,4.3
CVE-2018-0892,4.3,4.3
CVE-2018-0893,7.5,7.6
CVE-2018-0894,4.7,1.9
CVE-2018-0895,4.7,1.9
CVE-2018-0896,4.7,1.9
CVE-2018-0897,4.7,1.9
CVE-2018-0898,4.7,1.9
CVE-2018-0899,4.7,1.9
CVE-2018-0900,4.7,1.9
CVE-2018-0901,4.7,1.9
CVE-2018-0902,7.8,4.6
CVE-2018-0903,7.8,6.8
CVE-2018-0904,4.7,1.9
CVE-2018-0907,7.8,6.8
CVE-2018-0908,6.1,4.3
CVE-2018-0909,8.8,6.5
CVE-2018-0910,8.8,6.5
CVE-2018-0911,8.8,6.5
CVE-2018-0912,8.8,6.5
CVE-2018-0913,8.8,6.5
CVE-2018-0914,8.8,6.5
CVE-2018-0915,8.8,6.5
CVE-2018-0916,8.8,6.5
CVE-2018-0917,8.8,6.5
CVE-2018-0919,3.3,4.3
CVE-2018-0920,7.8,9.3
CVE-2018-0921,8.8,6.5
CVE-2018-0922,7.8,9.3
CVE-2018-0923,8.8,6.5
CVE-2018-0924,6.5,4.3
CVE-2018-0925,7.5,7.6
CVE-2018-0926,5.5,2.1
CVE-2018-0927,4.3,4.3
CVE-2018-0929,4.3,4.3
CVE-2018-0930,7.5,7.6
CVE-2018-0931,7.5,7.6
CVE-2018-0932,4.3,4.3
CVE-2018-0933,7.5,7.6
CVE-2018-0934,7.5,7.6
CVE-2018-0935,7.5,7.6
CVE-2018-0936,7.5,7.6
CVE-2018-0937,7.5,7.6
CVE-2018-0939,4.3,4.3
CVE-2018-0940,6.5,4.3
CVE-2018-0941,5.5,4.3
CVE-2018-0942,2.6,2.1
CVE-2018-0943,7.5,7.6
CVE-2018-0944,8.8,6.5
CVE-2018-0945,7.5,7.6
CVE-2018-0946,7.5,7.6
CVE-2018-0947,8.8,6.5
CVE-2018-0949,6.5,4.3
CVE-2018-0950,6.5,4.3
CVE-2018-0951,7.5,7.6
CVE-2018-0952,7.8,7.2
CVE-2018-0953,7.5,7.6
CVE-2018-0954,7.5,7.6
CVE-2018-0955,7.5,7.6
CVE-2018-0956,7.5,7.8
CVE-2018-0957,5.3,1.9
CVE-2018-0958,5.3,4.6
CVE-2018-0959,7.6,7.4
CVE-2018-0960,5.5,2.1
CVE-2018-0961,7.6,7.4
CVE-2018-0963,7.8,4.6
CVE-2018-0964,6.1,1.9
CVE-2018-0965,8.4,7.7
CVE-2018-0966,3.3,2.1
CVE-2018-0967,5.3,6.3
CVE-2018-0968,5.5,2.1
CVE-2018-0969,5.5,2.1
CVE-2018-0970,5.5,2.1
CVE-2018-0971,5.5,2.1
CVE-2018-0972,5.5,2.1
CVE-2018-0973,5.5,2.1
CVE-2018-0974,5.5,2.1
CVE-2018-0975,5.5,2.1
CVE-2018-0976,5.3,3.5
CVE-2018-0977,7.0,6.9
CVE-2018-0978,7.5,7.6
CVE-2018-0979,7.5,7.6
CVE-2018-0980,7.5,7.6
CVE-2018-0981,5.3,2.6
CVE-2018-0982,7.0,6.9
CVE-2018-0983,7.0,6.9
CVE-2018-0986,8.8,9.3
CVE-2018-0987,4.3,4.3
CVE-2018-0988,7.5,7.6
CVE-2018-0989,4.3,4.3
CVE-2018-0990,7.5,7.6
CVE-2018-0991,7.5,7.6
CVE-2018-0993,7.5,7.6
CVE-2018-0994,7.5,7.6
CVE-2018-0995,7.5,7.6
CVE-2018-0996,7.5,7.6
CVE-2018-0997,7.5,7.6
CVE-2018-0998,4.3,4.3
CVE-2018-1000,5.3,2.6
CVE-2018-10000,6.1,4.3
CVE-2018-1000001,7.8,7.2
CVE-2018-1000002,3.7,4.3
CVE-2018-1000003,3.7,4.3
CVE-2018-1000004,5.9,7.1
CVE-2018-1000005,9.1,6.4
CVE-2018-1000006,8.8,9.3
CVE-2018-1000007,9.8,5.0
CVE-2018-1000008,8.8,6.5
CVE-2018-1000009,8.8,6.5
CVE-2018-1000010,8.8,6.5
CVE-2018-1000011,8.8,6.5
CVE-2018-1000012,8.8,6.5
CVE-2018-1000013,8.8,6.8
CVE-2018-1000014,8.8,6.8
CVE-2018-1000015,4.8,4.9
CVE-2018-1000016,NA,NA
CVE-2018-1000017,NA,NA
CVE-2018-1000018,7.8,2.1
CVE-2018-1000019,8.8,9.0
CVE-2018-1000020,6.1,4.3
CVE-2018-1000021,8.8,6.8
CVE-2018-1000022,5.3,2.6
CVE-2018-1000023,5.3,5.0
CVE-2018-1000024,7.5,5.0
CVE-2018-1000025,8.1,6.8
CVE-2018-1000026,7.7,6.8
CVE-2018-1000027,7.5,5.0
CVE-2018-1000028,7.4,5.8
CVE-2018-1000029,6.1,4.3
CVE-2018-1000030,8.1,6.8
CVE-2018-1000031,7.8,6.8
CVE-2018-1000032,7.8,6.8
CVE-2018-1000033,9.1,6.4
CVE-2018-1000034,9.1,6.4
CVE-2018-1000035,7.8,6.8
CVE-2018-1000036,5.5,4.3
CVE-2018-1000037,5.5,4.3
CVE-2018-1000038,7.8,6.8
CVE-2018-1000039,7.8,6.8
CVE-2018-1000040,5.5,4.3
CVE-2018-1000041,8.8,4.3
CVE-2018-1000042,9.8,10.0
CVE-2018-1000043,9.8,10.0
CVE-2018-1000044,9.8,7.5
CVE-2018-1000045,7.8,6.8
CVE-2018-1000046,7.8,6.8
CVE-2018-1000047,8.8,6.8
CVE-2018-1000048,8.8,6.8
CVE-2018-1000049,7.5,6.0
CVE-2018-1000050,8.8,6.8
CVE-2018-1000051,7.8,6.8
CVE-2018-1000052,7.5,5.0
CVE-2018-1000053,8.8,6.8
CVE-2018-1000054,8.3,6.5
CVE-2018-1000055,8.3,6.5
CVE-2018-1000056,8.3,6.5
CVE-2018-1000057,4.3,4.0
CVE-2018-1000058,8.8,6.5
CVE-2018-1000059,9.8,7.5
CVE-2018-1000060,9.8,5.0
CVE-2018-1000061,9.8,7.5
CVE-2018-1000062,4.4,3.5
CVE-2018-1000063,NA,NA
CVE-2018-1000064,NA,NA
CVE-2018-1000065,NA,NA
CVE-2018-1000066,NA,NA
CVE-2018-1000067,5.3,5.0
CVE-2018-1000068,5.3,5.0
CVE-2018-1000069,5.5,4.3
CVE-2018-1000070,8.8,6.8
CVE-2018-1000071,7.5,5.0
CVE-2018-1000072,7.5,5.0
CVE-2018-1000073,7.5,5.0
CVE-2018-1000074,7.8,6.8
CVE-2018-1000075,7.5,5.0
CVE-2018-1000076,9.8,7.5
CVE-2018-1000077,5.3,5.0
CVE-2018-1000078,6.1,4.3
CVE-2018-1000079,5.5,4.3
CVE-2018-1000080,6.5,4.0
CVE-2018-1000081,7.5,5.0
CVE-2018-1000082,8.8,6.8
CVE-2018-1000083,5.3,5.0
CVE-2018-1000084,5.4,3.5
CVE-2018-1000085,5.5,4.3
CVE-2018-1000086,8.8,6.8
CVE-2018-1000087,4.8,3.5
CVE-2018-1000088,6.1,4.3
CVE-2018-1000089,7.4,4.3
CVE-2018-1000090,7.5,7.8
CVE-2018-1000091,8.8,6.5
CVE-2018-1000092,8.8,6.8
CVE-2018-1000093,8.8,6.8
CVE-2018-1000094,7.2,6.5
CVE-2018-1000095,4.8,3.5
CVE-2018-1000096,8.1,6.8
CVE-2018-1000097,7.8,6.8
CVE-2018-1000098,7.5,5.0
CVE-2018-1000099,7.5,5.0
CVE-2018-10001,6.5,4.3
CVE-2018-1000100,7.8,6.8
CVE-2018-1000101,9.8,7.5
CVE-2018-1000102,NA,NA
CVE-2018-1000103,NA,NA
CVE-2018-1000104,7.8,2.1
CVE-2018-1000105,4.3,4.0
CVE-2018-1000106,5.4,5.5
CVE-2018-1000107,6.5,4.0
CVE-2018-1000108,6.1,4.3
CVE-2018-1000109,4.3,4.0
CVE-2018-1000110,5.3,5.0
CVE-2018-1000111,5.3,5.0
CVE-2018-1000112,5.3,5.0
CVE-2018-1000113,5.4,3.5
CVE-2018-1000114,4.3,4.0
CVE-2018-1000115,7.5,5.0
CVE-2018-1000116,9.8,7.5
CVE-2018-1000117,6.7,7.2
CVE-2018-1000118,8.8,9.3
CVE-2018-1000119,5.9,4.3
CVE-2018-1000120,9.8,7.5
CVE-2018-1000121,7.5,5.0
CVE-2018-1000122,9.1,6.4
CVE-2018-1000123,9.8,5.0
CVE-2018-1000124,10.0,7.5
CVE-2018-1000125,9.8,7.5
CVE-2018-1000126,7.5,5.0
CVE-2018-1000127,7.5,5.0
CVE-2018-1000128,NA,NA
CVE-2018-1000129,6.1,4.3
CVE-2018-1000130,8.1,6.8
CVE-2018-1000131,9.8,7.5
CVE-2018-1000132,9.1,6.4
CVE-2018-1000133,7.5,6.0
CVE-2018-1000134,9.8,7.5
CVE-2018-1000135,7.5,5.0
CVE-2018-1000136,8.1,6.8
CVE-2018-1000137,8.8,6.8
CVE-2018-1000138,9.1,6.4
CVE-2018-1000139,6.1,4.3
CVE-2018-1000140,9.8,7.5
CVE-2018-1000141,9.1,7.5
CVE-2018-1000142,7.8,2.1
CVE-2018-1000143,6.7,2.1
CVE-2018-1000144,6.1,4.3
CVE-2018-1000145,6.5,5.0
CVE-2018-1000146,8.8,6.5
CVE-2018-1000147,6.5,4.0
CVE-2018-1000148,6.5,4.0
CVE-2018-1000149,5.6,6.8
CVE-2018-1000150,3.3,2.1
CVE-2018-1000151,5.6,6.8
CVE-2018-1000152,6.3,6.5
CVE-2018-1000153,8.8,6.8
CVE-2018-1000154,6.1,4.3
CVE-2018-1000155,9.8,7.5
CVE-2018-1000156,7.8,6.8
CVE-2018-1000157,NA,NA
CVE-2018-1000158,8.8,4.3
CVE-2018-1000159,5.9,4.3
CVE-2018-1000160,6.1,4.3
CVE-2018-1000161,5.7,3.5
CVE-2018-1000162,6.1,4.3
CVE-2018-1000163,6.1,4.3
CVE-2018-1000164,7.5,5.0
CVE-2018-1000165,7.5,5.0
CVE-2018-1000166,NA,NA
CVE-2018-1000167,7.8,9.3
CVE-2018-1000168,7.5,5.0
CVE-2018-1000169,5.3,5.0
CVE-2018-1000170,5.4,3.5
CVE-2018-1000171,NA,NA
CVE-2018-1000172,4.8,3.5
CVE-2018-1000173,5.9,4.3
CVE-2018-1000174,6.1,5.8
CVE-2018-1000175,6.5,4.0
CVE-2018-1000176,6.5,4.0
CVE-2018-1000177,5.4,3.5
CVE-2018-1000178,9.8,7.5
CVE-2018-1000179,7.5,5.0
CVE-2018-1000180,7.5,5.0
CVE-2018-1000181,7.5,5.0
CVE-2018-1000182,6.4,5.5
CVE-2018-1000183,6.5,4.0
CVE-2018-1000184,5.4,5.5
CVE-2018-1000185,4.3,4.0
CVE-2018-1000186,6.5,4.0
CVE-2018-1000187,6.5,4.0
CVE-2018-1000188,5.4,5.5
CVE-2018-1000189,8.8,6.5
CVE-2018-1000190,6.5,4.0
CVE-2018-1000191,6.5,4.0
CVE-2018-1000192,4.3,4.0
CVE-2018-1000193,4.3,4.0
CVE-2018-1000194,8.1,5.5
CVE-2018-1000195,4.3,4.3
CVE-2018-1000196,6.5,4.0
CVE-2018-1000197,8.1,5.5
CVE-2018-1000198,6.5,4.0
CVE-2018-1000199,5.5,4.9
CVE-2018-1000200,5.5,4.9
CVE-2018-1000201,7.8,6.8
CVE-2018-1000202,5.4,3.5
CVE-2018-1000203,7.5,5.0
CVE-2018-1000204,5.3,6.3
CVE-2018-1000205,5.5,4.3
CVE-2018-1000206,8.8,6.8
CVE-2018-1000207,7.2,6.5
CVE-2018-1000208,7.5,6.4
CVE-2018-1000209,8.8,6.5
CVE-2018-1000210,7.8,6.8
CVE-2018-1000211,7.5,5.0
CVE-2018-1000212,NA,NA
CVE-2018-1000213,NA,NA
CVE-2018-1000214,NA,NA
CVE-2018-1000215,7.5,5.0
CVE-2018-1000216,8.8,6.8
CVE-2018-1000217,9.8,7.5
CVE-2018-1000218,5.4,3.5
CVE-2018-1000219,5.4,3.5
CVE-2018-1000220,NA,NA
CVE-2018-1000221,9.8,7.5
CVE-2018-1000222,8.8,6.8
CVE-2018-1000223,8.8,6.8
CVE-2018-1000224,7.5,5.0
CVE-2018-1000225,6.1,4.3
CVE-2018-1000226,9.8,7.5
CVE-2018-1000300,9.8,7.5
CVE-2018-1000301,9.1,6.4
CVE-2018-1000400,8.8,6.5
CVE-2018-1000401,7.8,2.1
CVE-2018-1000402,4.3,5.0
CVE-2018-1000403,7.8,2.1
CVE-2018-1000404,7.8,2.1
CVE-2018-1000500,8.1,6.8
CVE-2018-1000501,9.8,7.5
CVE-2018-1000502,7.2,6.5
CVE-2018-1000503,4.3,4.0
CVE-2018-1000504,7.2,9.0
CVE-2018-1000505,6.5,4.3
CVE-2018-1000506,8.8,6.8
CVE-2018-1000507,6.5,4.3
CVE-2018-1000508,4.8,3.5
CVE-2018-1000509,7.2,6.5
CVE-2018-1000510,6.5,4.0
CVE-2018-1000511,7.5,5.5
CVE-2018-1000512,6.1,4.3
CVE-2018-1000513,4.8,3.5
CVE-2018-1000514,4.3,4.3
CVE-2018-1000515,7.5,5.0
CVE-2018-1000516,6.1,4.3
CVE-2018-1000517,9.8,7.5
CVE-2018-1000518,7.5,5.0
CVE-2018-1000519,6.5,4.3
CVE-2018-1000520,7.5,5.0
CVE-2018-1000521,6.1,4.3
CVE-2018-1000522,NA,NA
CVE-2018-1000523,8.1,5.8
CVE-2018-1000524,5.5,4.3
CVE-2018-1000525,9.8,7.5
CVE-2018-1000526,7.5,5.0
CVE-2018-1000527,7.2,6.5
CVE-2018-1000528,6.1,4.3
CVE-2018-1000529,6.1,4.3
CVE-2018-1000530,NA,NA
CVE-2018-1000531,7.5,5.0
CVE-2018-1000532,4.7,1.9
CVE-2018-1000533,9.8,7.5
CVE-2018-1000534,6.1,4.3
CVE-2018-1000535,7.5,5.0
CVE-2018-1000536,6.1,4.3
CVE-2018-1000537,9.8,7.5
CVE-2018-1000538,7.5,5.0
CVE-2018-1000539,5.3,5.0
CVE-2018-1000540,7.8,6.8
CVE-2018-1000541,NA,NA
CVE-2018-1000542,7.8,6.8
CVE-2018-1000543,6.1,4.3
CVE-2018-1000544,9.8,7.5
CVE-2018-1000545,NA,NA
CVE-2018-1000546,7.8,6.8
CVE-2018-1000547,5.3,5.0
CVE-2018-1000548,7.8,6.8
CVE-2018-1000549,5.3,5.0
CVE-2018-1000550,9.8,7.5
CVE-2018-1000551,8.8,6.5
CVE-2018-1000552,8.8,6.5
CVE-2018-1000553,8.8,6.5
CVE-2018-1000554,9.8,5.0
CVE-2018-1000555,NA,NA
CVE-2018-1000556,6.1,4.3
CVE-2018-1000557,6.1,4.3
CVE-2018-1000558,6.5,4.0
CVE-2018-1000559,6.1,4.3
CVE-2018-1000600,8.8,4.3
CVE-2018-1000601,6.5,4.0
CVE-2018-1000602,5.9,4.3
CVE-2018-1000603,8.8,4.0
CVE-2018-1000604,5.4,3.5
CVE-2018-1000605,7.4,5.8
CVE-2018-1000606,6.5,4.0
CVE-2018-1000607,6.5,4.0
CVE-2018-1000608,7.2,4.0
CVE-2018-1000609,6.5,4.0
CVE-2018-1000610,8.8,4.0
CVE-2018-1000611,6.1,4.3
CVE-2018-1000612,NA,NA
CVE-2018-1000613,9.8,7.5
CVE-2018-1000614,9.8,7.5
CVE-2018-1000615,7.5,5.0
CVE-2018-1000616,9.8,7.5
CVE-2018-1000617,7.5,5.0
CVE-2018-1000618,9.8,7.5
CVE-2018-1000619,8.8,6.5
CVE-2018-1000620,9.8,5.0
CVE-2018-1000621,8.1,6.8
CVE-2018-1000622,7.8,6.8
CVE-2018-1000623,7.2,6.5
CVE-2018-1000632,7.5,6.4
CVE-2018-1000633,7.2,4.0
CVE-2018-1000634,7.2,6.5
CVE-2018-1000635,6.7,7.2
CVE-2018-1000636,6.5,4.3
CVE-2018-1000637,7.8,6.8
CVE-2018-1000638,6.1,4.3
CVE-2018-1000639,9.6,6.8
CVE-2018-1000640,6.1,4.3
CVE-2018-1000641,9.8,7.5
CVE-2018-1000642,6.1,4.3
CVE-2018-1000643,6.1,4.3
CVE-2018-1000644,10.0,7.5
CVE-2018-1000645,6.5,4.0
CVE-2018-1000646,8.8,6.5
CVE-2018-1000647,7.1,5.5
CVE-2018-1000648,8.8,6.5
CVE-2018-1000649,8.8,6.5
CVE-2018-1000650,8.8,6.5
CVE-2018-1000651,10.0,7.5
CVE-2018-1000652,10.0,7.5
CVE-2018-1000653,9.8,7.5
CVE-2018-1000654,5.5,7.1
CVE-2018-1000655,6.5,4.3
CVE-2018-1000656,7.5,5.0
CVE-2018-1000657,7.8,4.6
CVE-2018-1000658,8.8,6.5
CVE-2018-1000659,8.8,6.5
CVE-2018-1000660,7.5,5.0
CVE-2018-1000661,6.5,4.3
CVE-2018-1000662,NA,NA
CVE-2018-1000663,6.5,4.3
CVE-2018-1000664,NA,NA
CVE-2018-1000665,6.1,4.3
CVE-2018-1000666,9.8,10.0
CVE-2018-1000667,5.5,4.3
CVE-2018-1000668,6.5,4.3
CVE-2018-1000669,8.8,6.8
CVE-2018-1000670,6.1,4.3
CVE-2018-1000671,6.1,5.8
CVE-2018-1000672,NA,NA
CVE-2018-1000673,NA,NA
CVE-2018-1000773,8.8,6.5
CVE-2018-1000800,9.8,7.5
CVE-2018-1000801,5.5,4.3
CVE-2018-1000802,NA,NA
CVE-2018-1000803,NA,NA
CVE-2018-1000804,NA,NA
CVE-2018-1000805,NA,NA
CVE-2018-1000807,NA,NA
CVE-2018-1000808,NA,NA
CVE-2018-1000809,NA,NA
CVE-2018-1000810,NA,NA
CVE-2018-1001,7.5,7.6
CVE-2018-10016,5.5,4.3
CVE-2018-10017,6.5,4.3
CVE-2018-10018,8.8,6.8
CVE-2018-10021,5.5,4.9
CVE-2018-1002100,5.5,3.6
CVE-2018-1002150,9.1,7.5
CVE-2018-1002200,5.5,4.3
CVE-2018-1002201,5.5,4.3
CVE-2018-1002202,5.5,4.3
CVE-2018-1002203,5.5,4.3
CVE-2018-1002204,5.5,4.3
CVE-2018-1002205,5.5,4.3
CVE-2018-1002206,5.5,4.3
CVE-2018-1002207,5.5,4.3
CVE-2018-1002208,5.5,4.3
CVE-2018-1002209,5.5,4.3
CVE-2018-10023,5.4,3.5
CVE-2018-10024,9.8,5.0
CVE-2018-10026,4.8,3.5
CVE-2018-10027,7.8,4.6
CVE-2018-10028,5.3,5.0
CVE-2018-10029,4.8,3.5
CVE-2018-1003,7.8,9.3
CVE-2018-10030,8.8,6.8
CVE-2018-10031,8.8,6.8
CVE-2018-10032,4.8,3.5
CVE-2018-10033,4.8,3.5
CVE-2018-1004,8.8,9.3
CVE-2018-10048,8.8,6.8
CVE-2018-10049,4.8,3.5
CVE-2018-1005,5.4,3.5
CVE-2018-10050,7.2,6.5
CVE-2018-10051,5.4,3.5
CVE-2018-10052,4.8,3.5
CVE-2018-10054,8.8,6.5
CVE-2018-10057,6.5,4.0
CVE-2018-10058,8.8,6.5
CVE-2018-10059,5.4,3.5
CVE-2018-10060,5.4,3.5
CVE-2018-10061,5.4,3.5
CVE-2018-10063,7.8,6.8
CVE-2018-10066,8.1,6.8
CVE-2018-10068,6.1,4.3
CVE-2018-1007,5.3,2.6
CVE-2018-10070,7.5,7.8
CVE-2018-10071,5.5,4.9
CVE-2018-10072,5.5,4.9
CVE-2018-10073,4.8,3.5
CVE-2018-10074,5.5,4.9
CVE-2018-10075,6.1,4.3
CVE-2018-10076,6.1,4.3
CVE-2018-10077,4.9,4.0
CVE-2018-10078,4.8,3.5
CVE-2018-10079,7.8,2.1
CVE-2018-1008,7.0,6.9
CVE-2018-10080,8.6,5.0
CVE-2018-10081,9.8,5.0
CVE-2018-10082,5.3,5.0
CVE-2018-10083,7.5,6.4
CVE-2018-10084,8.8,6.5
CVE-2018-10085,9.8,7.5
CVE-2018-10086,7.2,6.5
CVE-2018-10087,5.5,2.1
CVE-2018-10088,9.8,10.0
CVE-2018-1009,7.8,7.2
CVE-2018-10092,8.0,6.0
CVE-2018-10094,9.8,7.5
CVE-2018-10095,6.1,4.3
CVE-2018-10096,4.8,3.5
CVE-2018-10097,6.1,4.3
CVE-2018-10098,5.5,4.9
CVE-2018-10099,NA,NA
CVE-2018-1010,8.8,9.3
CVE-2018-10100,6.1,5.8
CVE-2018-10101,6.1,5.8
CVE-2018-10102,6.1,4.3
CVE-2018-10106,9.8,7.5
CVE-2018-10107,6.1,4.3
CVE-2018-10108,6.1,4.3
CVE-2018-10109,4.8,3.5
CVE-2018-1011,7.8,9.3
CVE-2018-10110,4.8,3.5
CVE-2018-10111,7.5,5.0
CVE-2018-10112,8.8,6.8
CVE-2018-10113,7.5,5.0
CVE-2018-10114,8.8,6.8
CVE-2018-10115,7.8,6.8
CVE-2018-10117,8.8,6.8
CVE-2018-10118,4.8,3.5
CVE-2018-10119,7.8,6.8
CVE-2018-1012,8.8,9.3
CVE-2018-10120,7.8,6.8
CVE-2018-10121,4.8,3.5
CVE-2018-10122,7.5,5.0
CVE-2018-10123,8.8,9.0
CVE-2018-10124,5.5,2.1
CVE-2018-10126,6.5,4.3
CVE-2018-10127,8.8,6.8
CVE-2018-10128,6.1,4.3
CVE-2018-1013,8.8,9.3
CVE-2018-10132,8.8,6.8
CVE-2018-10133,9.8,7.5
CVE-2018-10135,6.1,4.3
CVE-2018-10136,6.1,4.3
CVE-2018-10137,8.8,6.8
CVE-2018-10138,6.1,4.3
CVE-2018-10139,6.1,4.3
CVE-2018-1014,5.4,4.9
CVE-2018-10140,4.3,4.0
CVE-2018-10141,NA,NA
CVE-2018-1015,8.8,9.3
CVE-2018-1016,8.8,9.3
CVE-2018-10164,5.4,3.5
CVE-2018-10165,5.4,3.5
CVE-2018-10166,8.8,6.8
CVE-2018-10167,7.5,6.0
CVE-2018-10168,8.8,6.5
CVE-2018-10169,9.8,10.0
CVE-2018-10170,9.8,10.0
CVE-2018-10172,8.8,7.2
CVE-2018-10173,8.8,9.0
CVE-2018-10174,6.5,4.0
CVE-2018-10175,6.5,4.0
CVE-2018-10176,6.5,4.0
CVE-2018-10177,6.5,4.3
CVE-2018-10178,5.3,5.0
CVE-2018-1018,7.5,7.6
CVE-2018-10183,6.1,4.3
CVE-2018-10184,7.5,5.0
CVE-2018-10185,8.8,6.8
CVE-2018-10186,5.5,4.3
CVE-2018-10187,5.5,4.3
CVE-2018-10188,8.8,6.8
CVE-2018-10189,7.5,5.0
CVE-2018-1019,7.5,7.6
CVE-2018-10190,7.8,7.2
CVE-2018-10191,9.8,7.5
CVE-2018-10192,9.8,10.0
CVE-2018-10193,7.5,5.0
CVE-2018-10194,7.8,6.8
CVE-2018-10196,6.5,4.3
CVE-2018-10197,9.8,7.5
CVE-2018-10198,4.3,4.0
CVE-2018-10199,9.8,7.5
CVE-2018-1020,7.5,7.6
CVE-2018-10201,7.5,5.0
CVE-2018-10204,8.8,9.0
CVE-2018-10205,5.3,5.0
CVE-2018-10206,5.4,3.5
CVE-2018-10207,5.3,5.0
CVE-2018-10208,6.1,4.3
CVE-2018-10209,5.4,3.5
CVE-2018-1021,4.3,4.3
